model,task_id,role,hard,judge,total,reason,status,error
Qwen3-30B-A3B-Q5_K_M,D01,Data,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: analysis.json: missing; trend.png: missing
Qwen3-30B-A3B-Q5_K_M,D02,Data,89.3,,89.3,metrics 6/7; files 2/2; line_A_mtbf=180.0 True; line_B_mtbf=100.0 True; line_C_mtbf=146.0 True; line_A_mttr_h=0.75 True; line_B_mttr_h=1.0 True; line_C_mttr_h=0.83 False; priority_line=B True,DONE,
Qwen3-30B-A3B-Q5_K_M,D03,Data,100.0,,100.0,metrics 5/5; files 2/2; old_yield=0.96 True; new_yield=0.985 True; improvement_pp=2.5 True; annual_scrap_saving_won=45000000.0 True; recommend_new=True True,DONE,
Qwen3-30B-A3B-Q5_K_M,K01,Critic,77.5,95.0,83.625,"required 5/6; forbidden=none; chars=491 | JUDGE: 원자료에 명시된 파일럿 데이터 범위(1라인)와 전체 공장 성과 일반화 문제를 Critical로 탐지했으며, 불량률 감소율 계산 오류(50%→38%)를 High로 정확히 지적. AI 도입 효과 외 다른 요인(검사시간 단축)을 Medium으로 분석하고, 확대 적용 근거 부족을 Low로 구분. 산출물에 없는 시각자료/표를 가정하지 않음.",DONE,
Qwen3-30B-A3B-Q5_K_M,K02,Critic,88.8,95.0,90.97,"required 3/4; forbidden=none; chars=753 | JUDGE: 4개의 독립적 보안 문제를 정확히 식별함. SQL 인젝션(로그인/audit), 평문 비밀번호, 입력 검증 부재가 현실적인 시나리오와 구체적 수정 방향을 제시함. severity 분류가 합리적이며, 원자료에 기반한 내용만 포함됨. 단, '입력 검증 부재'의 경우 시나리오 상세도를 더 강화할 수 있음.",DONE,
Qwen3-30B-A3B-Q5_K_M,K03,Critic,100.0,95.0,98.25,"required 5/5; forbidden=none; chars=661 | JUDGE: 실제 산출물은 원자료와의 차이를 명확히 지적하며, 사실오류(3.1% 출처 미기재, ROI 산정 불확실성), 의사결정 리스크(데이터 기반 부족, 비용 공백), 시각 문제(차트 부재, 텍스트 밀도)를 구분해 분석. 개선 제안은 원자료 기준에 충실했으나, inspect_pptx 결과 활용이 불충분하고 'takeaway 누락' 등 구체적 시각 이슈 설명이 다소 간략함.",DONE,
Qwen3-30B-A3B-Q5_K_M,P01,PPT,74.0,60.0,71.2,"open=OK; slides=8/8; required=5/6; visuals=4/2,charts=2/0,tables=2/0; objective=16.0/40; forbidden=none; design=98.6/100 (weighted 24.6/25) sparse=[] empty_tables=0 dict_leaks=0; judge_cap=60 | JUDGE: [objective cap 60; raw judge 74.0] PPT AUDIT에 따르면 2026년 파일럿 라인 명시 미흡(2026_pilot_scope_with_3.1: false) 및 최종 권고 조건/리스크 부재(final_decision_with_conditions: false)로 핵심 요구사항 충족 불완전. 차트 시각화는 존재하지만 KPI.xlsx의 결함률 3.1%와 OEE 81%가 차트에 명시되지 않음. 마지막 슬라이드의 권고는 확대 여부 명시했으나 구체적 조건/리스크 연결 미흡.",DONE,
Qwen3-30B-A3B-Q5_K_M,P02,PPT,87.4,75.0,84.92,"open=OK; slides=7/7; required=6/6; visuals=4/2,charts=1/1,tables=3/1; objective=28.0/40; forbidden=none; design=97.5/100 (weighted 24.4/25) sparse=[] empty_tables=0 dict_leaks=0; judge_cap=75 | JUDGE: [objective cap 75; raw judge 87.0] PPT는 제공된 현금흐름 데이터를 기반으로 정확한 누적 현금흐름 차트와 리스크 표를 포함하며, 회수기간(Payback) 3.29년 계산이 올바르게 반영되었다. 그러나 [PPT AUDIT]에 따르면 누적 현금흐름 차트가 원본 데이터와 일치하지 않아 객관적 정확성에 약간의 오류가 존재한다. 또한 슬라이드 2, 5, 6의 정보밀도가 낮고, 최종 결론 페이지의 핵심 메시지 전달이 다소 부족해 설득력이 약화된다. 시각 계층과 마무리 완성도는 높으나, 일부 차트 오류와 스프레드 슬라이드로 인해 실무 제출 수준에서 수정이 필요하다.",DONE,
Qwen3-30B-A3B-Q5_K_M,P03,PPT,88.3,60.0,82.64,"open=OK; slides=6/6; required=6/6; visuals=2/1,charts=0/0,tables=2/1; objective=29.6/40; forbidden=none; design=95.0/100 (weighted 23.8/25) sparse=[] empty_tables=0 dict_leaks=0; judge_cap=60 | JUDGE: [objective cap 60; raw judge 88.0] PPT AUDIT indicates timeline events (4/5) and action rows (1/3) are incomplete, but design quality is strong (95.0). Slide 5 explicitly notes vibration data missing as root cause uncertainty per brief.md L3, and action table includes all three actions albeit with potential formatting issues. Visual hierarchy and takeaway clarity meet factory manager needs, but minor gaps in timeline coverage and action completeness require adjustments.",DONE,
Qwen3-30B-A3B-Q5_K_M,R01,Research,91.0,95.0,92.4,"required 4/5; citations 9/4; forbidden=none; chars=502 | JUDGE: 산출물은 원자료 기반의 핵심 내용/충돌 항목/고려사항을 명확히 정리했으며, 모든 주장에 파일명:L행 형식으로 근거를 부여했다. 충돌 정보는 대비표 형태로 분리되지 않았으나, 텍스트 기반으로 명시적으로 표현되어 의사결정 유용성 확보. 내부 예산 한도와 외부 메모 경고 등 리스크 요소도 포함. 단, 시각 계층 구조가 제한적이라 PPT AUDIT에서 'sparse' 판정 가능성 있으나, 텍스트 기반의 정보밀도는 충분.",DONE,
Qwen3-30B-A3B-Q5_K_M,R02,Research,92.5,95.0,93.375,"required 5/6; citations 11/5; forbidden=none; chars=902 | JUDGE: 모든 벤더의 필수조건 검토가 요구사항.txt 기준에 정확히 부합하며, 2년 총비용 계산도 정확함. 탈락 사유는 각 문서 라인 인용을 통해 명확하게 연결됨. Vendor B만이 모든 조건을 충족해 추천이 일관됨. 산출물에 없는 시각요소/표 없이 간결한 구조 유지.",DONE,
Qwen3-30B-A3B-Q5_K_M,R03,Research,91.0,95.0,92.4,"required 4/5; citations 14/5; forbidden=none; chars=892 | JUDGE: 타임라인 정확성(incident_log.txt 기준), 직접 트리거와 근본원인 구분 명확, 불확실성(진동 데이터 누락/부하 상태) 적절히 표기. 가능 원인 3가지 복수 제시 및 manual.txt L4 인용. 검증조치는 구체적이고 maintenance_note.txt L2/L4 참조. [PPT AUDIT] 없음으로 객관성 확보.",DONE,
Qwen3-30B-A3B-Q5_K_M,W01,Writer,85.0,95.0,90.5,"required 6/6; forbidden=none; chars=306 | JUDGE: 결론이 경영진 관점에서 명확하게 앞에 위치하고, 원자료의 수치(4.2억, 0.6억, 3.0억, 22% 감소)가 정확히 반영됨. 불확실성 부분에서는 파일럿 적용 라인 수(1/6)와 효과 확대 가능성 부족을 명시하며, 요청사항의 '파일럿 일반화 한계' 요구를 충족함. 다음 단계는 실행 가능성이 있는 검증 과정으로 구성되었으나, 원자료에 없는 '기술적/운영적 리스크 평가' 항목은 약간의 추론이 포함됨.",DONE,
Qwen3-30B-A3B-Q5_K_M,W02,Writer,85.0,95.0,90.5,"required 6/6; forbidden=none; chars=545 | JUDGE: 타임라인과 영향이 명확히 분리되었으며, 직접 원인과 근본원인을 구분해 설명했다. 확인되지 않은 수치는 포함하지 않았고, 재발방지 조치에 대한 책임자/검증 방법은 원자료에 없어 제시하지 않음. 비난 없는 전문적 문체 유지.",DONE,
Qwen3-30B-A3B-Q5_K_M,W03,Writer,78.6,85.0,82.12,"required 6/7; forbidden=none; chars=534 | JUDGE: 일반/긴급 변경 절차 분리 및 감사 지적 반영(1,2,4번)은 충분히 반영됨. 사전/실행/검증 단계는 체크리스트에 포함되나 롤백 기준 명확화(정책 4번)는 점검 항목으로만 제시되어 실무적 세부성 부족. 긴급변경 사후승인 기한(정책 5번)은 문서화 의무에만 언급되어 체크리스트에 반영되지 않음. 책임 흐름은 명확하지만 단계별 실행 절차가 체크리스트와 분리되어 있어 직관성 약간 저하됨.",DONE,
Qwen3-4B-Q6_K,C01,Coding,100.0,,100.0,"pytest passed=9 failed=0; tampered=[]; .........                                                                [100%]
9 passed in 0.02s
",DONE,
Qwen3-4B-Q6_K,C02,Coding,100.0,,100.0,"pytest passed=6 failed=0; tampered=[]; ......                                                                   [100%]
6 passed in 0.24s
",DONE,
Qwen3-4B-Q6_K,C03,Coding,50.0,,50.0,"pytest passed=4 failed=4; tampered=[]; ytest.raises(RuntimeError): ApiClient(tr,max_retries=5).get('x')
>       assert len(calls)==1
E       AssertionError: assert 6 == 1
E        +  where 6 = len(['x', 'x', 'x', 'x', 'x', 'x'])

..\..\..\fixtures\C03\_grader\test_hidden_api.py:8: AssertionError
____________________ test_arbitrary_exception_not_retried _____________________

    def test_arbitrary_exception_not_retried():
        calls=[]
        def tr(k):
            calls.append(k)
            raise ValueError('bad local input')
        with pytest.raises(ValueError): ApiClient(tr,max_retries=3).get('x')
>       assert len(calls)==1
E       AssertionError: assert 4 == 1
E        +  where 4 = len(['x', 'x', 'x', 'x'])

..\..\..\fixtures\C03\_grader\test_hidden_api.py:16: AssertionError
=========================== short test summary info ===========================
FAILED tests\test_api_client.py::test_404_not_retried - AssertionError: asser...
FAILED tests\test_api_client.py::test_failure_not_cached - AssertionError: as...
FAILED ..\..\..\fixtures\C03\_grader\test_hidden_api.py::test_400_immediate
FAILED ..\..\..\fixtures\C03\_grader\test_hidden_api.py::test_arbitrary_exception_not_retried
4 failed, 4 passed in 0.04s
",DONE,
Qwen3-4B-Q6_K,D01,Data,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: yearly_summary.csv: missing; trend.png: missing
Qwen3-4B-Q6_K,D02,Data,89.3,,89.3,metrics 6/7; files 2/2; line_A_mtbf=180.0 True; line_B_mtbf=100.0 True; line_C_mtbf=146.0 True; line_A_mttr_h=0.75 True; line_B_mttr_h=1.0 True; line_C_mttr_h=0.83 False; priority_line=B True,DONE,
Qwen3-4B-Q6_K,D03,Data,25.0,,25.0,metrics 0/5; files 2/2; old_yield=missing; new_yield=missing; improvement_pp=missing; annual_scrap_saving_won=missing; recommend_new=missing,DONE,
Qwen3-4B-Q6_K,K01,Critic,85.0,95.0,88.5,"required 6/6; forbidden=none; chars=499 | JUDGE: 중대한 사실오류(불량률 감소율, AI 유일 원인, 전사 확대 권장)를 모두 탐지했으며, 근거와 수정안이 source_data.txt에 정확히 기반했다. '20억원 절감'과 같은 산출물에 없는 내용은 검토 대상에서 제외함. severity 분류와 수정안의 구체성이 적절하다.",DONE,
Qwen3-4B-Q6_K,K02,Critic,88.8,100.0,92.72,"required 3/4; forbidden=none; chars=946 | JUDGE: 산출물은 원자료에 명시된 4가지 독립적 보안 문제를 정확히 반영. 하드코딩 비밀번호, SQL 인젝션, 에러 핸들링 부재, 로그 민감데이터 노출이 현실적인 시나리오와 구체적 수정 방향을 포함. PPT AUDIT 요건 충족으로 객관성 및 정보 밀도 우수.",DONE,
Qwen3-4B-Q6_K,K03,Critic,85.0,65.0,78.0,"required 5/5; forbidden=none; chars=561 | JUDGE: 원자료와 비교해 핵심 사실 오류(3.1% 전체 공장/ROI 산정 미비/검증 단계 누락)가 확인됨. 의사결정 리스크(피로트 데이터 과도 활용/검증 절차 생략) 및 시각적 요소 부족(요약문장 누락/정보 밀도 낮음)이 명시되었으나, 수정 권고사항이 구체적이지 않아 실무 완성도 부족. 산출물에 없는 차트/표는 언급하지 않음.",DONE,
Qwen3-4B-Q6_K,P01,PPT,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: factory_ai_review.pptx: most content slides lack takeaway
Qwen3-4B-Q6_K,P02,PPT,87.8,60.0,82.24,"open=OK; slides=7/7; required=6/6; visuals=2/2,charts=1/1,tables=1/1; objective=28.0/40; forbidden=none; design=99.2/100 (weighted 24.8/25) sparse=[] empty_tables=0 dict_leaks=0; judge_cap=60 | JUDGE: [objective cap 60; raw judge 87.8] PPT AUDIT indicates cumulative cash flow chart mismatch (cumulative_chart_matches_source: false) and incomplete risk table (risk_rows_complete: 2/3). Payback calculation (3.29년) matches source data but lacks explicit formula explanation. Design score is high (99.2) with clear takeaways and visual hierarchy, but critical table/chart errors and missing risk row reduce objective accuracy. Slides 2/4/7 show strong decision alignment while maintaining required information density.",DONE,
Qwen3-4B-Q6_K,P03,PPT,94.5,60.0,87.60000000000001,"open=OK; slides=6/6; required=6/6; visuals=1/1,charts=0/0,tables=1/1; objective=36.0/40; forbidden=none; design=94.0/100 (weighted 23.5/25) sparse=[] empty_tables=0 dict_leaks=0; judge_cap=60 | JUDGE: [objective cap 60; raw judge 94.0] PPT는 타임라인, 직접 트리거, 근본원인 불확실성, 조치계획을 명확히 분리하고, '진동 데이터 누락'에 대한 불확실성을 명시해 원자료 요구사항을 충족. 조치표는 실제 값으로 채워졌으며, 슬라이드별 핵심 메시지(예: 결론 및 다음 단계)가 명확. 시각 계층은 타임라인/표 등 적절한 요소로 정보밀도 유지. [PPT AUDIT]에 따른 오류 없이 완성도 높음.",DONE,
Qwen3-4B-Q6_K,R01,Research,100.0,95.0,98.25,"required 5/5; citations 6/4; forbidden=none; chars=757 | JUDGE: 산출물은 원자료 기반의 충돌 정보(예산/마감일)를 명확히 분리하고, 모든 주장에 파일명:L행 형식으로 근거를 부여했다. 의사결정 요건(기술성 평가기준, 컨소시엄 검토)과 리스크(내부 예산 한도 vs 공고 기준)를ครบ차려서 정리했으나, '팀 예산'과 '공고 기준'의 충돌은 원자료에서 직접적인 비교 근거가 명확하지 않아 약간의 해석 여지가 존재함.",DONE,
Qwen3-4B-Q6_K,R02,Research,92.5,95.0,93.375,"required 5/6; citations 14/5; forbidden=none; chars=1061 | JUDGE: 산출물은 요구조건 AND 조건을 정확히 적용하여 Vendor B만 추천함. 2년 비용 계산(15억/18억/12억)이 원자료 기준에 부합하며, 탈락 사유(예: Vendor A의 P1 응답시간 8h 초과, Vendor C의 온프레미스 미지원)가 요구조건과 직접 연결됨. 인용 충실성도 완벽함. 다만 '2억원 이하'라는 명시적 조건에 대해 산출물 내부에서 추가 설명이 없어 약간의 정보 밀도 부족이 있음.",DONE,
Qwen3-4B-Q6_K,R03,Research,100.0,95.0,98.25,"required 5/5; citations 11/5; forbidden=none; chars=846 | JUDGE: 타임라인은 원자료의 L번호 정확히 인용하며 순서 오류 없음. 직접 트리거와 근본원인 구분 명확 (manual.txt 기준). 확인 불가능 항목(베어링 진동값)을 누락데이터로 명시. 가능한 근본원인 3가지를 복수로 제시하고, 다음 검증조치는 문서에 언급된 내용만 구체적으로 반영. 단, '냉각 유량 저하'의 근거(6주 경과)는 maintenance_note.txt:L3에 명시되어 있으나, 이와 관련된 직접적 증거(예: 냉각 효율 측정치)는 언급되지 않아 약간의 불확실성 남음.",DONE,
Qwen3-4B-Q6_K,W01,Writer,85.0,95.0,90.5,"required 6/6; forbidden=none; chars=480 | JUDGE: 결론(조건부 승인)이 명확하고, 원자료 숫자(4.2억/0.6억/3.0억/22% 감소)와 일치. 파일럿 한계(1라인/6라인)와 불확실성(효과 차이/단기성)을 정확히 반영. 다음 단계(전체 라인 확대/분석/재평가)가 실행 가능. 다만 '검사시간 14% 단축'은 operations.txt에 명시되어 있으나, 산출물에서 '파일럿 효과' 항목에 포함된 점을 고려해 추가 검증이 필요할 수 있음.",DONE,
Qwen3-4B-Q6_K,W02,Writer,85.0,95.0,90.5,"required 6/6; forbidden=none; chars=473 | JUDGE: 타임라인과 영향이 명확히 분리되었으며, 직접 원인과 근본원인이 구분됨. 확인되지 않은 수치는 포함되지 않음. 재발방지 조치는 내용은 있으나 owner/검증 방법은 생략됨. 전문적 문체 유지 및 요청사항의 필수 섹션 모두 포함.",DONE,
Qwen3-4B-Q6_K,W03,Writer,55.0,95.0,77.0,"required 0/7; forbidden=none; chars=2012 | JUDGE: Revised SOP addresses all audit findings (ticketing, role separation, backup verification, rollback criteria, urgent approval deadline). Procedures separate regular/urgent changes with clear steps (pre-execution backup, rollback within 2h, 24h emergency approval). Checklists and responsibilities are explicitly defined. Minor improvement possible for aligning 'failure criteria' wording with policy.txt.",DONE,
Qwen3-8B-Q6_K,C01,Coding,77.8,,77.8,"pytest passed=7 failed=2; tampered=[]; ===================================
______________________ test_member_after_volume_discount ______________________

    def test_member_after_volume_discount():
        # 100000 -> 90000 -> member 5% => 85500 -> tax 10% => 94050
>       assert calculate_invoice([100000], 0.10, True) == 94050
E       assert 93500 == 94050
E        +  where 93500 = calculate_invoice([100000], 0.1, True)

C:\AI\Benchmark_v7_2_1\runs\Qwen3-8B-Q6_K\C01\tests\test_pricing.py:11: AssertionError
___________________ test_bankers_rounding_must_not_be_used ____________________

    def test_bankers_rounding_must_not_be_used():
        # 1015 * 1.10 = 1116.5 -> HALF_UP 1117, Python round() would choose 1116
>       assert calculate_invoice([1015],0.10,False)==1117
E       assert 1116 == 1117
E        +  where 1116 = calculate_invoice([1015], 0.1, False)

..\..\..\fixtures\C01\_grader\test_hidden_pricing.py:14: AssertionError
=========================== short test summary info ===========================
FAILED tests\test_pricing.py::test_member_after_volume_discount - assert 9350...
FAILED ..\..\..\fixtures\C01\_grader\test_hidden_pricing.py::test_bankers_rounding_must_not_be_used
2 failed, 7 passed in 0.04s
",DONE,
Qwen3-8B-Q6_K,C02,Coding,16.7,,16.7,"pytest passed=1 failed=5; tampered=[]; .5))

..\..\..\fixtures\C02\_grader\test_hidden_pipeline.py:7: AssertionError
__________________________ test_split_all_boundaries __________________________

    def test_split_all_boundaries():
        d=pd.date_range('2026-02-01',periods=6)
        df=pd.DataFrame({'date':d,'v':range(6)})
        tr,va,te=split_time(df,d[2],d[4])
        assert len(tr)==3 and len(va)==2 and len(te)==1
>       assert set(tr.index)|set(va.index)|set(te.index)==set(df.index)
E       assert {0, 1, 2, 3, 5} == {0, 1, 2, 3, 4, 5}
E         
E         Extra items in the right set:
E         4
E         Use -v to get more diff

..\..\..\fixtures\C02\_grader\test_hidden_pipeline.py:19: AssertionError
=========================== short test summary info ===========================
FAILED tests\test_pipeline.py::test_no_future_leakage - assert 5.0 < 1e-09
FAILED tests\test_pipeline.py::test_rolling_at_index_2 - assert 330.0 < 1e-09
FAILED tests\test_pipeline.py::test_disjoint_splits - assert [2] == [3]
FAILED ..\..\..\fixtures\C02\_grader\test_hidden_pipeline.py::test_first_row_uses_only_self
FAILED ..\..\..\fixtures\C02\_grader\test_hidden_pipeline.py::test_split_all_boundaries
5 failed, 1 passed in 0.31s
",DONE,
Qwen3-8B-Q6_K,C03,Coding,50.0,,50.0,"pytest passed=4 failed=4; tampered=[]; ytest.raises(RuntimeError): ApiClient(tr,max_retries=5).get('x')
>       assert len(calls)==1
E       AssertionError: assert 6 == 1
E        +  where 6 = len(['x', 'x', 'x', 'x', 'x', 'x'])

..\..\..\fixtures\C03\_grader\test_hidden_api.py:8: AssertionError
____________________ test_arbitrary_exception_not_retried _____________________

    def test_arbitrary_exception_not_retried():
        calls=[]
        def tr(k):
            calls.append(k)
            raise ValueError('bad local input')
        with pytest.raises(ValueError): ApiClient(tr,max_retries=3).get('x')
>       assert len(calls)==1
E       AssertionError: assert 4 == 1
E        +  where 4 = len(['x', 'x', 'x', 'x'])

..\..\..\fixtures\C03\_grader\test_hidden_api.py:16: AssertionError
=========================== short test summary info ===========================
FAILED tests\test_api_client.py::test_404_not_retried - AssertionError: asser...
FAILED tests\test_api_client.py::test_failure_not_cached - AssertionError: as...
FAILED ..\..\..\fixtures\C03\_grader\test_hidden_api.py::test_400_immediate
FAILED ..\..\..\fixtures\C03\_grader\test_hidden_api.py::test_arbitrary_exception_not_retried
4 failed, 4 passed in 0.04s
",DONE,
Qwen3-8B-Q6_K,D01,Data,25.0,,25.0,metrics 0/5; files 2/2; defect_rate_2024=missing; defect_rate_2025=missing; defect_rate_2026_pilot=missing; highest_downtime_line_all_years=missing; pilot_caveat=missing,DONE,
Qwen3-8B-Q6_K,D02,Data,100.0,,100.0,metrics 7/7; files 2/2; line_A_mtbf=180.0 True; line_B_mtbf=100.0 True; line_C_mtbf=146.0 True; line_A_mttr_h=0.75 True; line_B_mttr_h=1.0 True; line_C_mttr_h=0.8333 True; priority_line=B True,DONE,
Qwen3-8B-Q6_K,D03,Data,100.0,,100.0,metrics 5/5; files 2/2; old_yield=0.96 True; new_yield=0.985 True; improvement_pp=2.5 True; annual_scrap_saving_won=45000000.0 True; recommend_new=True True,DONE,
Qwen3-8B-Q6_K,K01,Critic,85.0,95.0,88.5,"required 6/6; forbidden=none; chars=502 | JUDGE: 원자료에 명시된 2025년 불량률(5.0%)과 2026년 파일럿 결과(3.1%)를 기반으로 '50% 감소' 주장이 잘못 계산되었음을 정확히 지적함. AI 도입의 유일한 원인이라는 인과 관계 오류와 6개 라인 확대 도입 권장에 대한 근거 부족도 Critical/High 등급으로 적절히 분류됨. 산출물에 없는 추가 정보를 가정하지 않고, source_data.txt에 기반한 수정안 제시가 명확함.",DONE,
Qwen3-8B-Q6_K,K02,Critic,77.5,95.0,83.625,"required 2/4; forbidden=none; chars=779 | JUDGE: 산출물은 원자료 기반으로 4개의 독립적 보안 문제를 정확히 식별함. 하드코딩된 비밀번호, SQL 인젝션, 입력 검증 부재, 감사 로그 수정 취약점이 현실적인 시나리오와 구체적 수정 방향을 제시함. 다만 'audit log vulnerability'은 SQL 인젝션과 중복될 수 있는 점에서 약간의 개선 여지가 있음.",DONE,
Qwen3-8B-Q6_K,K03,Critic,100.0,75.0,91.25,"required 5/5; forbidden=none; chars=710 | JUDGE: 사실오류(슬라이드1/2/3)와 의사결정 리스크(검증 미비, 미확정 데이터 사용)가 명확히 지적되었으나, 시각적 요소 부재(차트/표=0) 및 핵심 메시지 누락(슬라이드2-4)으로 정보전달력이 제한됨. 디자인 점수 75/100은 산출물 기준에 부합함.",DONE,
Qwen3-8B-Q6_K,P01,PPT,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: factory_ai_review.pptx: missing
Qwen3-8B-Q6_K,P02,PPT,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: investment_committee.pptx: missing
Qwen3-8B-Q6_K,P03,PPT,94.5,60.0,87.60000000000001,"open=OK; slides=6/6; required=6/6; visuals=2/1,charts=1/0,tables=1/1; objective=36.0/40; forbidden=none; design=94.0/100 (weighted 23.5/25) sparse=[] empty_tables=0 dict_leaks=0; judge_cap=60 | JUDGE: [objective cap 60; raw judge 94.0] PPT AUDIT indicates all required elements (timeline, action table, root cause uncertainty) are present with high design quality. Slides effectively separate incident flow, direct triggers, and RCA uncertainties while linking actions to decision points. Visual hierarchy prioritizes key takeaways without overcrowding. Minor text coverage gaps in Slide 6 don't impact core message delivery. All audit criteria met with no critical errors.",DONE,
Qwen3-8B-Q6_K,R01,Research,100.0,95.0,98.25,"required 5/5; citations 13/4; forbidden=none; chars=931 | JUDGE: 최신 공고 기준을 정확히 판단하고 충돌 항목을 표 형식으로 명시함. 모든 주장에 파일명:L행 형식의 근거 인용이 완료되었으며, 의사결정 요건(예산 한도/컨소시엄 요건/일정 리스크)을 모두 포함. 다만 '주의사항' 컬럼 내 '확정 공고 우선' 문구는 원문의 [vendor_memo.txt:L4] 인용이 아닌 회의록 내용으로 추론된 점, 표 테두리 미설정 등 세부 디자인 미흡이 있음.",DONE,
Qwen3-8B-Q6_K,R02,Research,92.5,95.0,93.375,"required 5/6; citations 16/5; forbidden=none; chars=852 | JUDGE: 모든 벤더의 2년 총비용 계산이 정확하며, 요구조건(필수조건 AND 조건)을 정확히 적용했습니다. 탈락 사유가 각각의 요구사항과 직접 연결되었고, 인용 충실도가 높습니다. Vendor B만 모든 조건을 만족하여 추천된 점에서 일관성 있음. 다만, SLA 기준(99.90%)과 비교해 Vendor A/B의 SLA 값이 명확히 초과/충족되었음을 더 명시적으로 표현할 수 있었으나, 전체 구조는 완성도 높음.",DONE,
Qwen3-8B-Q6_K,R03,Research,100.0,95.0,98.25,"required 5/5; citations 16/5; forbidden=none; chars=701 | JUDGE: 타임라인은 원자료의 시간순서를 정확히 반영하고 [파일:L] 인용이 일관됨. 직접 트리거와 근본원인 구분이 명확하며, 불확실성(진동 데이터 누락)과 복수 가능성(냉각/베어링/과부하)을 적절히 표현함. 다음 검증조치는 원자료에 기반한 구체적 행동으로 이어짐. 단, '보호정지 로그만으로 근본원인 단정 안됨' 문구가 산출물에 명시되지 않아 약간의 미비 존재.",DONE,
Qwen3-8B-Q6_K,W01,Writer,77.5,85.0,81.625,"required 5/6; forbidden=none; chars=695 | JUDGE: 결론이 명확히 앞에 위치하고 수치 계산은 원자료와 일치합니다. 파일럿 일반화 한계(1라인 → 6라인)를 언급했으나, '2개 이상 라인 파일럿' 조건은 원자료에 없는 추가 요구사항입니다. 재무효과 계산(66,000만원)은 정확하지만, '비용 대비 110% 효과'는 원자료에 없는 비교 지표로, 불확실성 분리가 약간 미흡합니다. 다음 단계의 비용(0.8억원)과 기간(12주)은 원자료와 일치하지 않아 실행 가능성에 대한 의문이 남습니다.",DONE,
Qwen3-8B-Q6_K,W02,Writer,85.0,95.0,90.5,"required 6/6; forbidden=none; chars=612 | JUDGE: 타임라인과 영향 섹션 분리 및 직접/근본원인 구분 명확. 확인되지 않은 수치는 '정량적 데이터 미확보'로 표기해 원자료 기준 준수. 재발방지 조치에 owner/검증 내용은 산출물에 없으나, 요청사항에서 요구된 'owner/검증'이 반드시 포함되어야 하는지는 명시되지 않음. 전문적 문체 유지 및 시각 계층 구조 우수.",DONE,
Qwen3-8B-Q6_K,W03,Writer,93.6,95.0,94.37,"required 6/7; forbidden=none; chars=829 | JUDGE: 일반/긴급 변경 절차가 명확히 분리되었으며, 사전/실행/검증/롤백 단계가 구조화되었습니다. 감사 지적사항(요청 기록 부재, 승인자 겸직, 백업 미확인, 롤백 책임 불명)이 정책 요구사항에 따라 통제로 전환되었고, 체크리스트 형식으로 현장 사용 가능합니다. 책임 흐름은 '요청자/승인자/운영자/보증자'로 명확히 구분되었습니다. 다만 긴급 변경 시 롤백 기준에 대한 세부 사항이 추가적으로 설명되면 더 완성도가 높아질 수 있습니다.",DONE,
Qwen_Qwen3-14B-Q4_K_M,C01,Coding,100.0,,100.0,"pytest passed=9 failed=0; tampered=[]; .........                                                                [100%]
9 passed in 0.02s
",DONE,
Qwen_Qwen3-14B-Q4_K_M,C02,Coding,50.0,,50.0,"pytest passed=3 failed=3; tampered=[]; ______ test_rolling_at_index_2 ___________________________

    def test_rolling_at_index_2():
        df = pd.DataFrame({'value':[10,20,30,1000]})
        x = make_feature(df, 3)
>       assert abs(float(x.loc[2,'ma']) - 20.0) < 1e-9
E       assert 330.0 < 1e-09
E        +  where 330.0 = abs((350.0 - 20.0))
E        +    where 350.0 = float(np.float64(350.0))

C:\AI\Benchmark_v7_2_1\runs\Qwen_Qwen3-14B-Q4_K_M\C02\tests\test_pipeline.py:13: AssertionError
________________________ test_first_row_uses_only_self ________________________

    def test_first_row_uses_only_self():
        df=pd.DataFrame({'value':[5,50,500]})
        x=make_feature(df,3)
>       assert float(x.loc[0,'ma'])==5.0
E       assert 27.5 == 5.0
E        +  where 27.5 = float(np.float64(27.5))

..\..\..\fixtures\C02\_grader\test_hidden_pipeline.py:7: AssertionError
=========================== short test summary info ===========================
FAILED tests\test_pipeline.py::test_no_future_leakage - assert 5.0 < 1e-09
FAILED tests\test_pipeline.py::test_rolling_at_index_2 - assert 330.0 < 1e-09
FAILED ..\..\..\fixtures\C02\_grader\test_hidden_pipeline.py::test_first_row_uses_only_self
3 failed, 3 passed in 0.30s
",DONE,
